Country,Emissions,Reason,Production source
Trinidad,3.029999971,Incomplete-flare,Offshore oil
Sudan,0,Fugitive,Offshore gas
Japan,0,Fugitive,Satellite-detected large emitters
Tunisia,0,Vented,Unconventional gas
OEU17,0.350000001,Vented,Unconventional gas
Nigeria,0,Incomplete-flare,Unconventional oil
Mozambique,0,Incomplete-flare,Unconventional oil
Poland,4.630000114,Fugitive,Onshore conventional gas
United States,1448.179993,Fugitive,Downstream gas
Norway,0.09,Vented,Downstream oil
Argentina,0,Incomplete-flare,Onshore conventional gas
Japan,0,Incomplete-flare,Offshore gas
Israel,0,Vented,Offshore oil
Argentina,117.869997,Vented,Onshore conventional oil
Malaysia,6.670000076,Incomplete-flare,Onshore conventional oil
Mexico,39.55999923,Vented,Onshore conventional gas
Other,17.23999977,Vented,Downstream oil
Mexico,0,Fugitive,Unconventional oil
Germany,0,Fugitive,Satellite-detected large emitters
United Kingdom,11.19999997,Vented,Downstream gas
China,387.8900011,Vented,Downstream gas
Italy,0,Incomplete-flare,Offshore gas
Turkmenistan,1558.389987,Vented,Onshore conventional gas
Trinidad,0,Fugitive,Satellite-detected large emitters
Algeria,728.4900009,Vented,Onshore conventional oil
Ukraine,2.29000001,Vented,Unconventional gas
Japan,0,Incomplete-flare,Offshore oil
Germany,0,Incomplete-flare,Onshore conventional gas
China,5.800000012,Fugitive,Downstream oil
Malaysia,51.68999863,Incomplete-flare,Offshore oil
Cuba,0,Fugitive,Satellite-detected large emitters
New Zealand,0,Incomplete-flare,Unconventional oil
Tunisia,9.480000015,Vented,Downstream gas
Kuwait,0,Incomplete-flare,Unconventional oil
Peru,0,Incomplete-flare,Unconventional oil
Gabon,0,Incomplete-flare,Offshore gas
Libya,59.86999966,Vented,Offshore oil
Peru,0,Incomplete-flare,Offshore gas
Thailand,3.269999981,Incomplete-flare,Offshore oil
Bangladesh,0.249999994,Fugitive,Onshore conventional oil
Syria,0.259999996,Fugitive,Downstream oil
Syria,0,Vented,Unconventional gas
Poland,0,Incomplete-flare,Onshore conventional gas
Australia,0,Fugitive,Satellite-detected large emitters
Qatar,0,Vented,Unconventional gas
United Arab Emirates,0.190000003,Fugitive,Downstream oil
Yemen,0.109999999,Fugitive,Downstream oil
OASEAN9,0,Vented,Unconventional gas
Philippines,0,Fugitive,Onshore conventional oil
Oman,50.44999933,Fugitive,Downstream gas
Poland,0.270000003,Vented,Offshore gas
Thailand,9.910000142,Vented,Onshore conventional oil
Canada,0,Fugitive,Satellite-detected large emitters
Uzbekistan,0,Fugitive,Unconventional oil
Romania,0,Vented,Unconventional gas
Venezuela,0,Vented,Unconventional gas
Yemen,0,Fugitive,Unconventional gas
Italy,0,Incomplete-flare,Unconventional oil
Angola,39.55999923,Vented,Onshore conventional gas
Kazakhstan,142.4999993,Vented,Onshore conventional gas
South Sudan,0,Fugitive,Satellite-detected large emitters
China,372.2300029,Vented,Onshore conventional gas
India,6.740000188,Fugitive,Unconventional gas
Cameroon,0.02,Fugitive,Downstream oil
Italy,0,Fugitive,Satellite-detected large emitters
Syria,0,Vented,Offshore gas
Mozambique,0,Incomplete-flare,Offshore oil
France,0,Vented,Offshore gas
OASEAN9,4.330000073,Vented,Downstream oil
Cuba,0,Incomplete-flare,Unconventional oil
New Zealand,0.239999996,Fugitive,Offshore oil
Congo,0,Vented,Unconventional oil
France,0.320000004,Fugitive,Downstream oil
Mozambique,0,Incomplete-flare,Offshore gas
Mexico,3.949999928,Vented,Downstream oil
OEU17,4.990000039,Vented,Downstream oil
Russia,0,Incomplete-flare,Unconventional gas
Peru,0.25,Incomplete-flare,Offshore oil
Chad,0,Fugitive,Offshore oil
Egypt,5.160000145,Fugitive,Unconventional gas
Venezuela,7.789999902,Vented,Downstream oil
Congo,0.529999997,Fugitive,Offshore gas
Pakistan,0,Incomplete-flare,Unconventional gas
Vietnam,13.09,Vented,Downstream gas
Iran,0,Vented,Unconventional oil
Yemen,0,Vented,Offshore gas
Tunisia,4.969999894,Vented,Offshore gas
Brunei,0.190000003,Fugitive,Onshore conventional gas
Mexico,9.350000143,Fugitive,Onshore conventional oil
Australia,3.860000074,Fugitive,Offshore oil
Kazakhstan,0,Incomplete-flare,Onshore conventional gas
Vietnam,15.98999977,Incomplete-flare,Offshore oil
Malaysia,0,Incomplete-flare,Unconventional oil
Italy,0,Incomplete-flare,Offshore oil
ROETE,0.299999995,Vented,Unconventional gas
Kuwait,507.1399984,Vented,Onshore conventional oil
United States,199.0100021,Fugitive,Unconventional oil
Yemen,0,Incomplete-flare,Offshore oil
France,0.079999998,Incomplete-flare,Onshore conventional oil
Equatorial Guinea,0,Vented,Onshore conventional oil
Sudan,10.30000019,Incomplete-flare,Onshore conventional oil
Denmark,0,Vented,Onshore conventional gas
Vietnam,0,Incomplete-flare,Offshore gas
Tunisia,1.059999995,Fugitive,Onshore conventional oil
Russia,1006.500007,Vented,Downstream gas
China,0,Incomplete-flare,Onshore conventional gas
Pakistan,0,Incomplete-flare,Unconventional oil
Colombia,0,Incomplete-flare,Unconventional oil
Congo,4.150000095,Fugitive,Downstream gas
United Arab Emirates,51.42000103,Fugitive,Onshore conventional gas
China,165.3600006,Fugitive,Unconventional gas
Kuwait,45.87000036,Fugitive,Downstream gas
Tunisia,2.309999943,Incomplete-flare,Offshore oil
India,0,Incomplete-flare,Unconventional gas
Qatar,0.339999991,Vented,Downstream oil
Trinidad,7.059999861,Vented,Onshore conventional oil
Sudan,0,Fugitive,Onshore conventional gas
South Sudan,0,Incomplete-flare,Onshore conventional oil
South Sudan,0,Fugitive,Offshore gas
United States,304.5699949,Vented,Onshore conventional gas
New Zealand,0,Incomplete-flare,Offshore gas
New Zealand,0.560000002,Incomplete-flare,Offshore oil
Bahrain,0,Fugitive,Offshore oil
Ecuador,0,Vented,Unconventional oil
Iran,83.59000015,Fugitive,Onshore conventional oil
Pakistan,0,Vented,Offshore oil
Romania,0.440000003,Vented,Downstream oil
Turkmenistan,0,Incomplete-flare,Unconventional gas
United Arab Emirates,10.34000015,Incomplete-flare,Onshore conventional oil
Ivory Coast,0,Incomplete-flare,Unconventional oil
Syria,0,Fugitive,Unconventional gas
Cameroon,0.16,Vented,Downstream oil
Russia,174.8399978,Vented,Offshore oil
India,22.03000063,Vented,Onshore conventional gas
United States,0,Incomplete-flare,Unconventional gas
Philippines,9.299999654,Vented,Offshore gas
Cameroon,0,Fugitive,Unconventional gas
ROETE,2.179999998,Vented,Onshore conventional gas
Malaysia,0,Vented,Unconventional oil
Brunei,0,Incomplete-flare,Unconventional oil
Chad,0,Incomplete-flare,Offshore gas
Vietnam,10.70000017,Fugitive,Offshore gas
Trinidad,0,Fugitive,Unconventional oil
Iraq,4.469999999,Vented,Downstream oil
China,702.2100067,Fugitive,Downstream gas
Denmark,1.039999962,Incomplete-flare,Offshore oil
Brazil,34.23000097,Fugitive,Offshore oil
Ecuador,0.850000016,Fugitive,Offshore gas
Ivory Coast,0,Incomplete-flare,Onshore conventional oil
Algeria,0,Incomplete-flare,Unconventional gas
Russia,0.169999998,Vented,Unconventional gas
India,160.4999981,Fugitive,Downstream gas
Yemen,0,Incomplete-flare,Unconventional oil
United Arab Emirates,0,Incomplete-flare,Unconventional oil
Syria,68.58999923,Vented,Onshore conventional gas
Angola,12.27000029,Vented,Onshore conventional oil
Azerbaijan,97.11000324,Vented,Offshore oil
Colombia,22.8099997,Fugitive,Downstream gas
Netherlands,0,Vented,Unconventional gas
Argentina,10.64000022,Fugitive,Onshore conventional oil
India,12.53000039,Vented,Downstream oil
New Zealand,1.690000042,Fugitive,Offshore gas
Mozambique,3.219999969,Fugitive,Downstream gas
Canada,7.190000057,Incomplete-flare,Unconventional oil
Peru,0.039999999,Fugitive,Offshore gas
Trinidad,0,Vented,Unconventional oil
OASEAN9,27.42,Vented,Downstream gas
Bangladesh,59.9800002,Vented,Downstream gas
Sudan,50.08999817,Vented,Onshore conventional oil
Brazil,0,Vented,Unconventional oil
Uzbekistan,0,Incomplete-flare,Offshore oil
Cuba,0.739999995,Fugitive,Onshore conventional oil
Uzbekistan,0,Fugitive,Satellite-detected large emitters
United Arab Emirates,0,Fugitive,Unconventional gas
Oman,23.51000071,Fugitive,Onshore conventional oil
Trinidad,0.01,Fugitive,Downstream oil
OEU17,0,Fugitive,Unconventional oil
Japan,0.01,Fugitive,Offshore oil
Equatorial Guinea,0,Vented,Unconventional gas
Iran,0,Incomplete-flare,Onshore conventional gas
United Arab Emirates,0,Fugitive,Satellite-detected large emitters
Cameroon,3.779999971,Fugitive,Offshore oil
Japan,0,Incomplete-flare,Unconventional gas
Saudi Arabia,58.42000049,Vented,Downstream gas
ROETE,0.169999996,Fugitive,Downstream oil
Congo,10.43999994,Fugitive,Offshore oil
Uzbekistan,0,Incomplete-flare,Offshore gas
Turkmenistan,181.5599931,Vented,Downstream gas
Oman,0.01,Fugitive,Offshore oil
Argentina,68.25999886,Vented,Downstream gas
Brunei,0,Vented,Unconventional gas
Bahrain,0,Vented,Unconventional gas
Israel,12.4000001,Vented,Offshore gas
Turkmenistan,4.299999952,Fugitive,Offshore gas
Russia,0.02,Vented,Offshore gas
Italy,4.279999992,Vented,Onshore conventional gas
Uzbekistan,0.240000002,Vented,Downstream oil
Netherlands,0.460000018,Vented,Downstream oil
OEU7,0.069999998,Fugitive,Downstream oil
Oman,52.38000107,Incomplete-flare,Onshore conventional oil
Qatar,0,Vented,Onshore conventional gas
Kazakhstan,4.540000141,Fugitive,Offshore oil
Libya,0,Vented,Unconventional oil
Iraq,0,Incomplete-flare,Offshore gas
Tunisia,6.349999905,Incomplete-flare,Onshore conventional oil
Philippines,0,Incomplete-flare,Onshore conventional gas
Brazil,0,Fugitive,Satellite-detected large emitters
Syria,0,Incomplete-flare,Onshore conventional gas
Kuwait,0.870000016,Vented,Downstream oil
Poland,0,Incomplete-flare,Unconventional gas
Ivory Coast,0,Fugitive,Satellite-detected large emitters
Azerbaijan,0,Incomplete-flare,Unconventional gas
Saudi Arabia,82.7699995,Fugitive,Onshore conventional oil
Vietnam,0,Incomplete-flare,Onshore conventional gas
Iran,0,Vented,Unconventional gas
Azerbaijan,0,Fugitive,Unconventional oil
Poland,0.189999998,Incomplete-flare,Offshore oil
Italy,0,Incomplete-flare,Unconventional gas
Chad,0,Vented,Downstream gas
Iraq,0.75,Fugitive,Downstream oil
Ecuador,0,Fugitive,Offshore oil
Cameroon,7.310000032,Vented,Offshore gas
South Sudan,0,Fugitive,Onshore conventional gas
Ukraine,1.37999998,Fugitive,Offshore gas
Indonesia,0,Vented,Unconventional oil
Cuba,0,Vented,Unconventional oil
Tunisia,2.209999919,Fugitive,Offshore gas
Chad,0,Fugitive,Satellite-detected large emitters
New Zealand,0,Fugitive,Unconventional gas
Romania,0,Incomplete-flare,Offshore gas
Thailand,93.11999989,Fugitive,Downstream gas
Bangladesh,0,Fugitive,Offshore gas
United Arab Emirates,17.60999966,Fugitive,Offshore oil
OEU7,0.960000005,Vented,Offshore gas
France,23.14999983,Vented,Downstream gas
Iran,1.430000022,Fugitive,Downstream oil
Syria,0,Fugitive,Unconventional oil
Japan,0.119999997,Vented,Offshore oil
Italy,2.090000033,Fugitive,Offshore gas
Venezuela,389.9099908,Vented,Onshore conventional gas
Ukraine,0,Vented,Unconventional oil
Gabon,22.29000092,Incomplete-flare,Onshore conventional oil
Colombia,12.10999978,Fugitive,Onshore conventional gas
Syria,0,Fugitive,Satellite-detected large emitters
Thailand,3.079999909,Vented,Downstream oil
OASEAN9,49.65000153,Fugitive,Downstream gas
Saudi Arabia,0,Incomplete-flare,Offshore gas
Algeria,16.40000006,Vented,Unconventional gas
United Kingdom,0.069999998,Fugitive,Onshore conventional gas
Turkmenistan,0,Fugitive,Unconventional gas
United Arab Emirates,0,Incomplete-flare,Offshore gas
Romania,0,Vented,Unconventional oil
Philippines,0.169999996,Fugitive,Downstream oil
Cuba,0.180000007,Incomplete-flare,Onshore conventional oil
Azerbaijan,7.479999939,Vented,Onshore conventional oil
Angola,0,Vented,Unconventional gas
Malaysia,0.180000002,Fugitive,Onshore conventional oil
Pakistan,51.26000166,Fugitive,Onshore conventional gas
Algeria,0,Vented,Offshore oil
OEU7,0,Vented,Offshore oil
Trinidad,82.26000049,Vented,Offshore gas
Denmark,0.189999996,Vented,Downstream oil
Bolivia,10.16999999,Vented,Downstream gas
Congo,12.18000013,Vented,Onshore conventional oil
Congo,1.099999964,Fugitive,Onshore conventional oil
Ukraine,0,Incomplete-flare,Offshore gas
Iraq,0,Incomplete-flare,Offshore oil
Pakistan,0,Vented,Unconventional oil
OASEAN9,0,Incomplete-flare,Onshore conventional gas
Nigeria,0,Vented,Unconventional gas
Brazil,4.25,Fugitive,Onshore conventional oil
Vietnam,1.049999952,Incomplete-flare,Onshore conventional oil
Romania,19.33000064,Fugitive,Downstream gas
Thailand,5.06999987,Vented,Onshore conventional gas
China,165.8099976,Fugitive,Onshore conventional gas
OEU7,0.430000003,Fugitive,Offshore gas
OEU7,0,Incomplete-flare,Onshore conventional gas
Yemen,0,Incomplete-flare,Offshore gas
Ukraine,0.679999992,Vented,Downstream oil
Kuwait,15.39999962,Incomplete-flare,Onshore conventional oil
Angola,317.6700032,Vented,Offshore oil
New Zealand,0,Incomplete-flare,Unconventional gas
Philippines,0,Incomplete-flare,Offshore gas
Israel,0,Vented,Unconventional gas
Bangladesh,0,Fugitive,Unconventional gas
Tunisia,4.959999923,Vented,Onshore conventional gas
Sudan,0,Incomplete-flare,Offshore gas
Indonesia,0,Fugitive,Satellite-detected large emitters
Mozambique,0,Vented,Offshore oil
Libya,0,Incomplete-flare,Unconventional oil
Gabon,1.559999995,Vented,Onshore conventional gas
Germany,0,Fugitive,Unconventional oil
Poland,0,Vented,Unconventional oil
Other,12.34000015,Incomplete-flare,Offshore oil
Turkmenistan,0,Incomplete-flare,Onshore conventional gas
Mexico,0.860000007,Fugitive,Unconventional gas
Cameroon,0,Incomplete-flare,Onshore conventional gas
Bangladesh,0,Incomplete-flare,Offshore gas
South Sudan,0.069999998,Fugitive,Downstream oil
Bahrain,0,Incomplete-flare,Unconventional oil
Angola,0,Fugitive,Unconventional gas
Iraq,0,Fugitive,Unconventional oil
Kazakhstan,30.23999977,Fugitive,Onshore conventional oil
Kuwait,0.200000003,Incomplete-flare,Offshore oil
Bangladesh,0.069999998,Fugitive,Downstream oil
Yemen,0,Vented,Unconventional oil
Argentina,0.449999992,Fugitive,Offshore oil
Peru,0.1,Fugitive,Offshore oil
ROETE,0.970000014,Fugitive,Onshore conventional gas
Japan,0.169999996,Fugitive,Offshore gas
Peru,0,Incomplete-flare,Unconventional gas
Bahrain,0,Fugitive,Offshore gas
Peru,1.100000005,Vented,Offshore oil
Norway,0.300000001,Fugitive,Downstream gas
Australia,123.959998,Vented,Unconventional gas
Indonesia,43.79999924,Incomplete-flare,Onshore conventional oil
Ivory Coast,0,Fugitive,Onshore conventional oil
Vietnam,0,Vented,Onshore conventional oil
Russia,1822.129944,Fugitive,Downstream gas
Pakistan,129.9899988,Fugitive,Downstream gas
Russia,10.96999979,Vented,Downstream oil
Turkmenistan,0.349999998,Fugitive,Downstream oil
Iran,240.8899994,Fugitive,Onshore conventional gas
South Sudan,0,Incomplete-flare,Onshore conventional gas
Iraq,0,Vented,Unconventional gas
Ivory Coast,0,Vented,Unconventional oil
United States,31.19000053,Vented,Downstream oil
Trinidad,0,Incomplete-flare,Onshore conventional gas
New Zealand,2.620000035,Vented,Offshore oil
Denmark,0,Incomplete-flare,Offshore gas
Mozambique,0,Incomplete-flare,Unconventional gas
Netherlands,0.01,Fugitive,Onshore conventional oil
Cameroon,0,Fugitive,Satellite-detected large emitters
Philippines,0,Fugitive,Onshore conventional gas
Indonesia,2.719999939,Fugitive,Offshore oil
Oman,260.3800052,Vented,Onshore conventional oil
France,0,Incomplete-flare,Onshore conventional gas
Norway,2.589999914,Incomplete-flare,Offshore oil
Malaysia,0,Incomplete-flare,Unconventional gas
Kuwait,68.99000016,Vented,Onshore conventional gas
Canada,71.27000058,Vented,Downstream gas
Argentina,5.650000155,Fugitive,Unconventional oil
Argentina,80.07999903,Vented,Onshore conventional gas
Angola,17.61999989,Fugitive,Onshore conventional gas
Equatorial Guinea,0,Vented,Downstream oil
Sudan,0,Vented,Unconventional gas
South Sudan,0,Fugitive,Unconventional gas
Netherlands,0,Fugitive,Unconventional oil
Thailand,51.4499996,Vented,Downstream gas
Sudan,0,Vented,Offshore oil
Nigeria,0,Fugitive,Unconventional oil
Australia,126.4099994,Vented,Offshore gas
Indonesia,14.04000008,Fugitive,Onshore conventional oil
Turkmenistan,328.6699982,Fugitive,Downstream gas
Libya,79.89999771,Fugitive,Offshore gas
Kazakhstan,8.109999835,Fugitive,Offshore gas
Brunei,0.430000009,Vented,Onshore conventional gas
Nigeria,177.620005,Vented,Onshore conventional gas
Cuba,0,Fugitive,Unconventional gas
Iraq,223.8099995,Fugitive,Onshore conventional oil
Uzbekistan,373.3800015,Vented,Onshore conventional gas
OEU7,0.570000008,Fugitive,Onshore conventional gas
Thailand,0,Incomplete-flare,Offshore gas
United States,799.9399953,Vented,Downstream gas
Gabon,0.269999994,Fugitive,Offshore gas
Bolivia,0,Incomplete-flare,Unconventional oil
New Zealand,0.079999998,Fugitive,Onshore conventional oil
Chad,4.640000105,Fugitive,Onshore conventional oil
Kazakhstan,0,Fugitive,Unconventional oil
Poland,0.740000002,Vented,Offshore oil
Congo,0,Incomplete-flare,Unconventional oil
Mexico,0.669999994,Fugitive,Downstream oil
Romania,0.079999998,Fugitive,Downstream oil
Italy,0.959999993,Fugitive,Onshore conventional oil
Australia,0,Incomplete-flare,Onshore conventional gas
Egypt,70.31000114,Vented,Offshore oil
Sudan,0,Incomplete-flare,Offshore oil
France,0,Incomplete-flare,Unconventional gas
Netherlands,0,Incomplete-flare,Onshore conventional gas
Yemen,0,Fugitive,Satellite-detected large emitters
South Sudan,0,Vented,Onshore conventional gas
Denmark,1.619999988,Vented,Downstream gas
Yemen,83.04999924,Vented,Onshore conventional oil
Nigeria,23.87999964,Fugitive,Offshore gas
Saudi Arabia,29.6299994,Fugitive,Offshore gas
Trinidad,0.630000018,Fugitive,Onshore conventional oil
OEU7,2.719999988,Vented,Onshore conventional oil
Chad,0,Incomplete-flare,Unconventional oil
ROETE,0,Incomplete-flare,Unconventional oil
Ukraine,0,Fugitive,Unconventional oil
Ivory Coast,1.350000024,Incomplete-flare,Offshore oil
Romania,0.140000001,Incomplete-flare,Onshore conventional oil
Colombia,12.60000021,Vented,Downstream gas
Israel,0,Incomplete-flare,Unconventional oil
Malaysia,0,Incomplete-flare,Offshore gas
Venezuela,209.119996,Vented,Downstream gas
Gabon,0,Fugitive,Unconventional oil
Cuba,4.029999971,Vented,Offshore oil
Oman,0,Incomplete-flare,Unconventional gas
Ecuador,0,Fugitive,Satellite-detected large emitters
South Sudan,0,Vented,Unconventional gas
Ukraine,2.089999914,Incomplete-flare,Onshore conventional oil
Philippines,0,Vented,Onshore conventional oil
Netherlands,0.180000002,Fugitive,Offshore gas
Russia,4039.870041,Vented,Onshore conventional gas
Gabon,0,Fugitive,Satellite-detected large emitters
Argentina,132.8000007,Vented,Unconventional gas
Gabon,0,Incomplete-flare,Unconventional gas
Libya,53.86000061,Incomplete-flare,Onshore conventional oil
Vietnam,4.029999942,Fugitive,Offshore oil
Romania,0.07,Incomplete-flare,Offshore oil
Peru,1.700000033,Fugitive,Onshore conventional oil
Cuba,0.360000003,Fugitive,Offshore oil
Congo,115.6599972,Vented,Offshore oil
South Sudan,0,Vented,Downstream gas
Bahrain,13.65,Vented,Downstream gas
ROETE,0,Incomplete-flare,Offshore gas
Colombia,0,Vented,Unconventional gas
Netherlands,0.01,Fugitive,Offshore oil
Gabon,3.450000018,Fugitive,Offshore oil
Qatar,151.7200031,Fugitive,Offshore gas
ROETE,0,Incomplete-flare,Offshore oil
Thailand,0,Incomplete-flare,Unconventional gas
Bangladesh,64.78999996,Fugitive,Onshore conventional gas
Poland,2.459999992,Vented,Onshore conventional oil
Other,48.42000008,Vented,Offshore oil
France,0.039999999,Vented,Unconventional gas
Romania,7.880000211,Vented,Onshore conventional oil
Mexico,0,Incomplete-flare,Unconventional oil
Turkmenistan,694.2099991,Fugitive,Onshore conventional gas
Ivory Coast,0,Incomplete-flare,Unconventional gas
Sudan,0,Vented,Offshore gas
Tunisia,0.300000001,Fugitive,Offshore oil
Cameroon,2.449999997,Vented,Onshore conventional gas
Ukraine,0.01,Fugitive,Offshore oil
Egypt,0,Vented,Unconventional oil
Netherlands,0,Fugitive,Satellite-detected large emitters
ROETE,56.21000051,Fugitive,Downstream gas
Cuba,0.140000001,Incomplete-flare,Offshore oil
Israel,0,Vented,Onshore conventional oil
Bahrain,3.350000024,Fugitive,Onshore conventional oil
Italy,0,Vented,Unconventional gas
United Kingdom,0.069999998,Vented,Unconventional gas
Norway,0,Vented,Unconventional gas
Norway,18.22000003,Vented,Offshore oil
Mexico,16.05000007,Fugitive,Offshore gas
Sudan,0,Incomplete-flare,Unconventional oil
Australia,13.1399999,Vented,Onshore conventional gas
OEU7,0,Fugitive,Unconventional gas
Syria,7.300000072,Fugitive,Onshore conventional oil
Bangladesh,145.4599993,Vented,Onshore conventional gas
Australia,0,Fugitive,Unconventional oil
Sudan,4.520000041,Fugitive,Onshore conventional oil
France,1.870000042,Vented,Downstream oil
South Sudan,0,Incomplete-flare,Unconventional gas
Ukraine,16.20000006,Vented,Onshore conventional oil
Denmark,0.039999999,Fugitive,Downstream oil
Cameroon,0,Fugitive,Onshore conventional oil
Pakistan,0,Incomplete-flare,Offshore gas
Poland,0.159999998,Fugitive,Downstream oil
Argentina,0,Fugitive,Satellite-detected large emitters
Azerbaijan,0,Incomplete-flare,Offshore gas
Other,256.869997,Fugitive,Downstream gas
Mexico,71.73999786,Incomplete-flare,Offshore oil
Italy,1.849999942,Vented,Downstream oil
France,0.02,Vented,Onshore conventional gas
Equatorial Guinea,0,Incomplete-flare,Offshore gas
United Arab Emirates,27.82000017,Fugitive,Onshore conventional oil
Malaysia,96.05999828,Vented,Offshore oil
Saudi Arabia,13.10999992,Vented,Unconventional gas
Japan,0.109999999,Fugitive,Onshore conventional oil
Other,0.370000007,Vented,Unconventional gas
Romania,13.96000016,Fugitive,Onshore conventional gas
Yemen,7.49000001,Fugitive,Onshore conventional oil
Brunei,2.800000049,Vented,Downstream gas
Equatorial Guinea,7.78000021,Incomplete-flare,Offshore oil
Azerbaijan,62.66000034,Vented,Offshore gas
Kazakhstan,209.0999947,Fugitive,Satellite-detected large emitters
Algeria,0,Incomplete-flare,Onshore conventional gas
OEU17,0,Fugitive,Satellite-detected large emitters
United States,0,Incomplete-flare,Onshore conventional gas
Qatar,0,Incomplete-flare,Unconventional oil
Russia,387.9100037,Incomplete-flare,Onshore conventional oil
Iran,925.9000062,Vented,Onshore conventional oil
Saudi Arabia,27.22999954,Incomplete-flare,Onshore conventional oil
OEU17,0.140000001,Incomplete-flare,Offshore oil
Philippines,0,Fugitive,Unconventional gas
Australia,1.330000006,Vented,Downstream oil
Cuba,0,Incomplete-flare,Unconventional gas
Gabon,0.110000003,Vented,Downstream oil
Russia,28.94000053,Incomplete-flare,Offshore oil
Algeria,0,Vented,Offshore gas
Philippines,5.139999926,Vented,Offshore oil
Pakistan,0,Incomplete-flare,Offshore oil
Saudi Arabia,27.7099998,Fugitive,Offshore oil
Saudi Arabia,13.30000019,Incomplete-flare,Offshore oil
Other,0.169999996,Fugitive,Unconventional gas
Iraq,109.590002,Vented,Onshore conventional gas
Kuwait,25.33000004,Vented,Downstream gas
Nigeria,1.710000053,Vented,Downstream oil
Netherlands,1.280000016,Vented,Downstream gas
Colombia,0.609999988,Vented,Downstream oil
Ukraine,0,Incomplete-flare,Offshore oil
Ecuador,14.82999992,Fugitive,Onshore conventional oil
United Kingdom,1.010000028,Vented,Downstream oil
Bangladesh,0,Incomplete-flare,Onshore conventional gas
Norway,0,Fugitive,Unconventional gas
Romania,0,Incomplete-flare,Unconventional oil
Algeria,0,Fugitive,Unconventional oil
Canada,7.949999988,Fugitive,Unconventional oil
Angola,1.470000029,Incomplete-flare,Onshore conventional oil
Vietnam,0,Fugitive,Satellite-detected large emitters
Ukraine,1.459999993,Fugitive,Onshore conventional oil
Angola,3.979999989,Fugitive,Downstream gas
Thailand,0,Vented,Unconventional gas
Venezuela,378.5500031,Fugitive,Downstream gas
Saudi Arabia,0,Fugitive,Satellite-detected large emitters
OEU17,0,Incomplete-flare,Unconventional oil
Norway,0.119999997,Vented,Onshore conventional oil
Egypt,0.469999995,Fugitive,Downstream oil
Equatorial Guinea,0,Incomplete-flare,Unconventional gas
Argentina,8.939999938,Fugitive,Offshore gas
Iran,1088.940002,Fugitive,Downstream gas
Yemen,0,Fugitive,Offshore oil
Equatorial Guinea,42.10000039,Vented,Offshore gas
Colombia,0.1,Fugitive,Downstream oil
Indonesia,0,Incomplete-flare,Unconventional gas
Uzbekistan,111.3499982,Vented,Downstream gas
Russia,0,Fugitive,Unconventional oil
Libya,0,Fugitive,Unconventional oil
Other,52.5699993,Vented,Onshore conventional oil
Netherlands,2.050000021,Vented,Onshore conventional gas
Denmark,0,Fugitive,Unconventional gas
Mozambique,12.85000014,Fugitive,Onshore conventional gas
Argentina,1.62000002,Vented,Downstream oil
Saudi Arabia,0,Fugitive,Unconventional oil
OEU7,7.820000112,Fugitive,Downstream gas
Denmark,2.919999987,Fugitive,Downstream gas
Equatorial Guinea,0,Fugitive,Unconventional oil
Poland,0.419999987,Incomplete-flare,Onshore conventional oil
Chad,0,Incomplete-flare,Offshore oil
Iraq,58.99999961,Vented,Downstream gas
Azerbaijan,0,Vented,Unconventional oil
